keyword,bidding1st ,bidding2st ,bidding3st ,bidding4st ,bidding5st ,bidding6st ,bidding7st ,bidding8st ,bidding9st ,bidding10st 
시제품설계,1130,1030,990,870,790,680,490,410,330,280
풀컬러3D프린터,940,820,720,590,430,410,380,200,170,100
대전시제품,1100,1020,990,930,890,810,720,560,430,390
솔리드엣지가격,420,300,210,70,70,70,70,70,70,70
대전3D,6040,4550,3850,3500,2860,2590,1810,1540,1470,1260
블랜더3D,210,170,70,70,70,70,70,70,70,70
마스터캠,3980,3420,3060,2620,2260,1950,1710,1510,1310,1130
EBM,1820,930,820,570,440,350,280,240,210,200
주택조감도,3400,2970,2650,2410,2160,2020,1630,1380,1250,1120
조트렉스,590,520,260,70,70,70,70,70,70,70
CNC밀링기,100,70,70,70,70,70,70,70,70,70
DLP방식,740,560,450,70,70,70,70,70,70,70
DLP방식3D프린터,70,70,70,70,70,70,70,70,70,70
사진인화기대여,1160,70,70,70,70,70,70,70,70,70
포토프린터대여,570,380,300,240,200,180,150,110,100,90
사진인화기렌탈,600,70,70,70,70,70,70,70,70,70
프리랜서인테리어디자이너,100,70,70,70,70,70,70,70,70,70
3D도안,260,140,100,70,70,70,70,70,70,70
인테리어디자인의뢰,140,70,70,70,70,70,70,70,70,70
광경화3D프린터,480,230,180,70,70,70,70,70,70,70
포항캐드,1330,1200,560,430,300,200,140,90,70,70
정밀측정,9400,7660,6960,6250,5680,4960,4590,4270,3940,3640
기계부품,950,840,790,760,720,680,620,570,530,500
대전3D프린팅,2380,2150,1920,1530,1170,930,700,530,430,350
종이모형제작,420,330,300,250,230,210,210,160,140,110
3D사진,1400,1110,820,720,650,580,550,510,480,440
3D인형,400,300,250,230,220,190,170,140,120,110
레진피규어,450,310,250,220,200,190,180,160,150,130
피규어만드는법,360,360,360,70,70,70,70,70,70,70
금형업체,1610,1460,1380,1300,1210,1160,1100,1070,1040,1020
목업비용,2240,2100,1840,1730,1570,1500,1430,1370,1290,1220
비누몰드제작,370,330,300,290,270,250,220,210,190,160
얼티메이커2,300,230,150,70,70,70,70,70,70,70
맥스프로그램,2090,1550,1250,1080,780,630,540,470,440,400
SHINING3D,1210,930,840,660,510,390,310,270,180,120
GIBBSCAM,120,90,70,70,70,70,70,70,70,70
기계설계업체,510,420,390,360,270,230,190,150,100,80
기계설계사무소,1990,670,560,530,520,460,350,280,180,120
대구카티아,3520,2320,570,500,390,300,250,200,180,80
3D프린터구입,1320,1000,790,70,70,70,70,70,70,70
3D프린터쇼핑몰,1710,1220,840,580,340,260,210,170,140,120
LCD3D프린터,230,170,140,70,70,70,70,70,70,70
제품3D모델링,530,300,170,70,70,70,70,70,70,70
ULTIMAKER2+,180,150,100,70,70,70,70,70,70,70
3D회사,3670,2640,2080,1650,1440,1310,1140,910,760,740
임가공,3640,3060,2880,2690,2490,2340,2160,1950,1740,1570
의료기기전시회,1130,660,240,140,90,80,70,70,70,70
알루미늄목업,2410,1760,1640,1060,530,260,180,160,140,110
3D프린터박람회,1130,600,70,70,70,70,70,70,70,70
대구캐드캠,2250,1660,1100,370,340,230,190,170,160,140
평택CAD,1550,660,490,330,250,200,170,110,70,70
CAD작업,880,650,580,520,450,370,280,200,160,120
제품기구설계,3650,3510,3190,3020,2910,2750,2640,2420,2290,2210
대구캐드,8150,6720,4440,4230,3970,3690,3300,2990,2530,2120
프루사,220,180,120,90,80,70,70,70,70,70
조감도비용,1260,1030,890,560,500,420,380,360,350,330
모형제작비용,1730,600,490,440,420,400,360,330,320,280
샘플만들기,1700,70,70,70,70,70,70,70,70,70
리플리케이터,550,450,320,70,70,70,70,70,70,70
Z18,460,230,70,70,70,70,70,70,70,70
포토프린터렌탈,1210,590,460,390,270,180,160,130,120,110
3D프로그램,4800,4020,3360,2800,2440,2140,1870,1610,1400,1230
3D프린터제조,630,510,440,400,360,310,250,220,200,190
유니버셜레이져,360,70,70,70,70,70,70,70,70,70
3D제품디자인,2390,1690,1410,1030,770,600,490,410,360,330
국내3D프린터,600,540,460,360,300,250,210,170,150,130
3D프린트대여,70,70,70,70,70,70,70,70,70,70
용기인쇄,1100,1070,1050,1020,910,520,440,360,280,210
ULTIMAKER2,520,450,340,70,70,70,70,70,70,70
솔리드웍스뷰어,2840,2440,2280,2050,1560,1080,650,470,360,270
자동차디자인,3100,2860,2470,2020,1570,1310,1170,1020,880,760
기계설계회사,510,370,320,290,260,240,190,140,130,110
전신3D스캐너,590,100,70,70,70,70,70,70,70,70
제트프린터,1620,1130,510,400,330,190,150,130,90,80
투명3D프린트,100,70,70,70,70,70,70,70,70,70
프린터제조사,160,70,70,70,70,70,70,70,70,70
3D4U,430,350,200,70,70,70,70,70,70,70
3DI,80,70,70,70,70,70,70,70,70,70
3DP-110F,1420,750,510,420,90,70,70,70,70,70
3DPPT,80,70,70,70,70,70,70,70,70,70
3D글룩,70,70,70,70,70,70,70,70,70,70
3D금형,1150,950,680,550,450,380,290,210,160,140
3D도면프로그램,3110,760,340,220,160,130,120,100,90,90
3D디자인프로그램,3390,2520,2170,1880,1640,1370,1240,1090,940,890
3D마우스,400,330,290,220,160,130,130,100,80,70
3D메탈프린터,2440,1260,960,710,500,410,240,190,180,120
3D바디스캐너,2210,610,290,140,110,90,70,70,70,70
3D설계프로그램,5690,4650,4250,3810,2730,1950,1660,1470,1210,900
3D인벤터,1020,650,490,460,400,320,260,190,110,70
3D조형물,1940,1180,1050,990,950,910,850,820,770,670
3D측정장비,1090,920,890,810,520,480,430,350,170,90
3D프린트기,1400,1010,740,600,500,410,370,340,330,310
3D프린트체험,370,170,160,70,70,70,70,70,70,70
3D프린팅모델,180,150,90,70,70,70,70,70,70,70
3D프린팅소재,270,230,190,130,100,80,70,70,70,70
3D프린팅시간,70,70,70,70,70,70,70,70,70,70
3D프린팅학과,4240,2410,470,160,100,80,70,70,70,70
CAD3D,2350,1940,1640,1390,1220,1050,930,830,750,670
SLM프린터,3450,1770,200,70,70,70,70,70,70,70
대구3D,1700,1630,1500,1350,1200,900,730,610,530,460
라이노3D구매,100,90,80,70,70,70,70,70,70,70
왁스프린터,70,70,70,70,70,70,70,70,70,70
조감도가격,1380,1230,1000,900,820,750,620,560,510,490
EOS3DPRINTER,190,70,70,70,70,70,70,70,70,70
폴리젯,340,150,90,70,70,70,70,70,70,70
일산오토캐드,7110,7000,1250,1090,540,300,230,90,80,70
도면사,310,260,80,70,70,70,70,70,70,70
오토캐드레빗,5480,5050,4010,3280,2540,2010,1450,1160,910,690
CAD도면,2360,1940,1140,910,810,740,670,610,540,470
대구3D프린팅,1800,1190,1050,930,810,610,520,460,360,290
MAKERBOTREPLICATOR+,100,70,70,70,70,70,70,70,70,70
모형업체,2760,2640,2380,2050,1590,1140,1030,920,820,680
3D콘텐츠,1800,1310,1040,970,840,740,690,600,520,470
금속가공,3460,3240,2900,2730,2630,2520,2420,2320,2210,2100
제품디자인프로그램,2030,1590,1190,920,700,500,370,290,250,210
대구3D프린터,2460,1180,1040,940,840,740,630,540,460,380
와우3D,120,70,70,70,70,70,70,70,70,70
산업용3D프린터가격,2410,1830,1240,900,810,590,310,250,210,170
RAISE3D,670,540,390,280,140,80,70,70,70,70
DESKTOPMETAL,70,70,70,70,70,70,70,70,70,70
실리콘시제품,260,170,120,70,70,70,70,70,70,70
실리콘목업,180,170,170,150,130,100,80,70,70,70
밀링기,940,450,370,280,230,190,160,140,120,100
3D모델링교육,10490,6150,5830,4920,3870,3580,3220,2980,2840,2670
조트랙스,410,300,160,130,110,90,70,70,70,70
도어디자인,540,410,330,250,200,170,150,140,110,100
인천오토캐드,11170,9420,4530,3200,3010,2220,2000,1610,1470,1350
투시도제작,4520,4190,4000,3810,3610,3340,3050,2790,2540,2300
랜더링,1860,1510,1340,1200,1080,970,850,770,690,620
CO2레이저커팅기,1710,1050,260,100,70,70,70,70,70,70
3D디자이너,5240,3400,2030,1610,1260,980,760,620,510,450
CADMAX,4670,4440,4150,3680,3250,2920,2380,1860,1520,1290
역설계,44100,31670,24710,21460,18300,14370,12340,10850,9660,8430
3D캐릭터만들기,1670,1540,1260,930,730,560,440,340,270,210
설계용역,5620,5330,4850,4480,4210,3800,3290,2700,2140,1740
설계도,900,550,430,360,300,260,230,200,170,150
주택모형,660,630,540,480,400,290,260,240,220,200
캡스톤디자인,1210,900,670,540,450,410,380,330,290,260
아크릴레이저커팅기,1390,470,270,160,110,70,70,70,70,70
3D외주,4070,2850,2570,2340,2120,1910,1660,1500,1350,1220
조감도프로그램,230,80,80,70,70,70,70,70,70,70
주방도면,800,400,330,280,240,200,160,120,100,90
캐드디자인,5450,3710,2640,2200,1870,1680,1560,1400,1160,1010
카티아도면,1630,1150,870,670,580,490,390,320,280,250
울산3D프린트,1620,630,210,170,90,70,70,70,70,70
부산시제품제작,1340,1290,1190,1050,950,780,690,470,250,220
대구시제품제작,1170,1000,920,740,460,310,200,120,90,80
대구아두이노,2010,780,680,600,510,400,290,200,110,90
부산아두이노,2990,2350,1840,1360,680,460,330,140,70,70
광고CG,2220,1710,1210,850,730,560,480,430,380,320
대구VR,970,670,500,390,310,230,160,130,110,90
3D광고,3910,3410,2920,2530,2260,2060,1870,1740,1590,1460
3D제품영상,4280,3560,3140,2680,2380,2200,2040,1900,1800,1780
3D홍보영상,7750,7290,6420,5910,5560,5230,4920,4590,4230,3910
VR편집,440,230,80,70,70,70,70,70,70,70
CG제작,5390,4390,3880,3350,3020,2790,2470,2300,2140,1930
CG작업,1980,1550,1240,1100,960,860,820,760,680,570
3DMAX외주,350,280,240,70,70,70,70,70,70,70
내부투시도,1350,1170,1050,960,850,740,670,610,550,470
LASERCUTTER,360,260,180,70,70,70,70,70,70,70
자동차도면,750,450,300,240,180,130,100,90,80,70
조감도만들기,230,70,70,70,70,70,70,70,70,70
렌더링,2140,1900,1590,1360,1200,1080,970,880,820,760
VR영상제작,17500,9430,7380,4600,3280,2620,2190,1890,1450,1110
싱크대도면,230,80,70,70,70,70,70,70,70,70
3D모델링외주,1390,1020,890,820,760,700,630,570,520,480
지그주문제작,90,70,70,70,70,70,70,70,70,70
라이노5,1320,1060,890,810,760,700,650,610,570,530
제품모델링,1480,1260,1130,950,820,680,560,480,440,400
도면인쇄,1040,680,570,460,390,320,300,280,260,240
3D영상촬영,3000,1740,810,310,130,70,70,70,70,70
모델링알바,400,330,260,250,240,220,190,170,150,120
제품디자인비용,18660,16410,12010,9950,5760,4680,4070,3120,2850,2640
레이저커팅기추천,3620,540,310,120,100,80,70,70,70,70
패키지구매,220,110,70,70,70,70,70,70,70,70
패키지인쇄업체,1670,1000,690,520,320,210,190,180,170,150
포장박스제조,2330,1830,1170,850,790,730,710,660,630,620
프로덕트디자인,4400,2320,1380,1300,1080,930,790,690,540,460
플라스틱목업,4830,3210,2970,2610,2360,2040,1750,1530,1280,980
플라스틱제품설계,700,600,490,410,330,280,220,190,150,140
플라스틱포장케이스,920,620,540,490,450,390,340,280,270,250
핸드폰박스,700,560,450,390,340,310,270,220,210,180
홍보파일,4250,3220,3050,2800,2630,2320,2210,2100,1820,1710
홍삼박스,1380,1250,1200,1090,990,890,780,680,590,520
화장품케이스,1610,1430,1330,1260,1210,1150,1100,1050,1000,950
생선박스,350,250,180,170,160,140,130,110,100,90
섀도우케이스,460,340,220,70,70,70,70,70,70,70
선물상자세트,290,260,170,70,70,70,70,70,70,70
선물포장케이스,850,630,520,480,450,420,390,370,340,320
셋트박스,260,180,140,70,70,70,70,70,70,70
솔리드웍스설치,630,560,510,470,400,350,270,210,160,100
쇼핑백디자인,4100,3570,3030,2550,1980,1730,1620,1490,1390,1300
순금디자인,300,230,190,70,70,70,70,70,70,70
아이스크림패키지,230,70,70,70,70,70,70,70,70,70
아이스크림포장,1080,960,860,740,620,540,490,450,410,390
악세사리선물상자,190,140,100,70,70,70,70,70,70,70
악세서리디자인,670,440,350,70,70,70,70,70,70,70
역설계프로그램,860,770,710,690,610,540,320,280,280,200
와인봉투,820,690,580,520,490,460,420,360,290,250
와인종이박스,850,590,490,360,260,240,230,190,160,140
와인패키지,1440,820,680,610,540,460,410,340,280,220
와인포장,1210,950,840,790,750,710,680,650,620,570
와인포장상자,850,550,520,430,400,370,320,270,240,210
원형투명케이스,1170,530,430,370,300,250,210,180,150,90
이쁜선물상자,590,550,470,270,200,190,170,160,150,150
이쁜포장박스,680,380,300,210,190,140,120,110,80,80
인천쇼핑백,1320,810,660,600,480,450,410,380,340,310
자동차렌더링,460,400,230,70,70,70,70,70,70,70
자동차설계,2270,1820,1480,1210,990,730,500,370,320,280
자동차설계도면,270,110,70,70,70,70,70,70,70,70
자동차익스테리어,570,470,260,70,70,70,70,70,70,70
자동차케이스,280,210,190,180,160,140,110,90,80,70
잭클린케이스,220,70,70,70,70,70,70,70,70,70
제품공모전,230,190,130,70,70,70,70,70,70,70
제품디자인업체,5730,4870,4310,3930,3740,3530,3380,3240,3040,2970
제품렌더링,2210,1690,1270,1080,900,770,680,620,570,520
조립식상자,460,330,290,260,230,210,190,170,160,140
종이폴더,900,370,300,220,180,160,140,120,110,100
주류박스,440,230,200,180,150,130,110,90,80,70
중고케이스,220,170,130,70,70,70,70,70,70,70
쥬얼리상자,530,430,380,340,310,290,270,250,240,220
지함상자,720,450,300,190,160,120,90,70,70,70
캔디자인,3810,680,310,160,110,90,80,80,70,70
컴퓨터포장박스,450,330,170,110,90,80,70,70,70,70
케이스꾸미기,250,210,170,150,130,110,90,80,70,70
케이스제작업체,1600,990,910,850,790,750,720,690,660,630
케잌박스,1500,1240,1040,860,740,650,570,530,480,430
크라프트지상자,770,570,490,380,330,290,250,230,220,210
클릭아트코리아,770,490,190,140,140,130,120,70,70,70
3DDRAWING,70,70,70,70,70,70,70,70,70,70
3DSYSTEM,260,150,130,70,70,70,70,70,70,70
3D모델러,6010,5270,4680,4380,4120,3920,3640,3350,2980,2700
3D스캐너가격,7910,4690,4070,3890,3480,3030,2540,2170,1740,1360
3D스캐너프로그램,2580,530,120,70,70,70,70,70,70,70
3D스캐닝,14930,10350,8630,7840,6870,6280,5680,5200,4770,4430
3D제품,1330,1190,990,860,760,650,520,410,340,290
3D프린터전시회,1760,1050,700,460,400,350,290,240,190,140
3D프린터활용,870,410,330,210,180,160,130,100,80,70
LIGHTWAVE,220,130,70,70,70,70,70,70,70,70
PAKAGE,260,230,200,70,70,70,70,70,70,70
RAVIT,2390,2290,1930,1020,720,570,460,350,220,120
간단케이스,590,250,170,70,70,70,70,70,70,70
견과류박스,1250,770,730,650,600,500,430,360,290,260
고급상자제작,1580,1000,940,860,830,790,730,690,650,600
고급쇼핑백,3530,2490,2280,2050,1900,1790,1710,1640,1580,1550
골판지박스공장,1820,1400,1190,1080,970,930,850,800,740,710
과자디자인,230,120,90,70,70,70,70,70,70,70
국수포장,630,370,300,70,70,70,70,70,70,70
기계설계,11770,9130,8750,8550,8350,8100,7780,7400,6990,6530
기구설계회사,1090,1070,1010,940,890,870,840,810,770,740
닥터디자인,110,70,70,70,70,70,70,70,70,70
대구라이노,10980,5730,2010,1320,870,680,530,380,290,220
대전3D프린터,9880,8490,3150,3010,2480,1710,1290,1050,900,770
디비디제작,2620,1420,720,350,300,260,240,160,70,70
디자인상자,800,570,520,460,420,360,320,270,250,240
디지털목업,450,240,110,70,70,70,70,70,70,70
러프스케치,2730,2340,1890,1590,1260,1030,820,600,430,360
레빗MEP,2720,2380,1700,970,580,470,370,270,180,170
마닐라박스,1520,1390,1330,1280,1200,1130,1030,950,870,800
마스크팩패키지,1340,980,620,440,410,370,290,220,160,130
목걸이선물상자,520,380,340,260,210,160,120,100,70,70
목업샘플,1180,740,660,590,500,420,350,290,230,180
바인더주문제작,2940,2340,2130,1900,1740,1620,1560,1470,1400,1380
바인더커버,610,530,480,430,370,330,280,240,210,180
박스로만들기,440,370,210,70,70,70,70,70,70,70
부산시제품,1090,1030,1010,960,930,900,850,780,610,520
부산카티아,3990,3620,3250,3170,2920,2490,2290,1880,1300,620
비누포장박스,940,820,760,690,620,560,490,430,390,350
사사제작,3580,3190,2860,2450,2070,1850,1460,1190,1000,810
상자도매,1190,1080,990,850,720,620,560,480,440,390
상자만들기,350,310,270,250,220,200,170,150,130,110
상자포장,560,500,470,430,400,370,330,280,260,240
시설물디자인,590,520,470,450,360,230,210,210,180,100
포장용품,1300,1200,1080,890,810,730,670,630,590,550
제품포장,850,730,650,600,550,520,480,450,400,350
원룸설계,1280,950,740,630,490,430,350,310,280,250
기계도면,1080,880,750,660,560,500,430,390,350,310
포장지디자인,2170,1560,1460,1340,1260,1190,1120,1030,920,800
3D도면작업,1470,1010,760,630,420,360,270,210,160,100
패키징,890,760,680,600,510,430,370,300,250,220
설계사무실,530,460,410,390,340,290,250,210,170,150
주얼리상자,430,370,310,290,260,220,200,190,180,160
3D컴퓨터그래픽,5040,4570,4010,3290,3160,3010,2830,2660,2500,2320
캐릭터3D모델링,720,320,190,70,70,70,70,70,70,70
자동차3D모델링,570,170,130,70,70,70,70,70,70,70
박스소량주문,1210,840,410,320,280,230,200,180,160,140
주택설계,2760,2510,2310,2160,2040,1940,1830,1720,1600,1480
스카라,940,890,730,620,540,420,290,250,190,140
아이소메트릭,5700,3940,2820,2300,1880,1580,1350,1230,1140,1070
농가주택설계도면,470,370,260,250,230,190,130,110,90,80
모델링외주,700,560,460,380,340,290,240,210,180,160
스케치업프로,1490,1250,1100,940,820,720,630,560,490,430
의류패키지,330,260,170,110,80,70,70,70,70,70
박스프린트,330,260,230,220,210,190,180,160,150,140
세트박스,630,370,270,230,200,180,150,120,90,70
박스만들기,810,450,390,340,280,240,220,200,180,170
바인더소량제작,2450,1920,1600,1470,1370,1300,1220,1170,1100,1040
제품디자인의뢰,8720,4660,3830,2650,2410,2290,2150,2050,2000,1940
사형주조,860,550,500,480,450,420,390,340,280,240
알루미늄중력주조,720,570,540,490,460,360,240,190,120,70
제품디자인,18140,16220,14920,13690,12500,11330,10400,9710,9020,8360
STS304,780,650,580,520,480,430,390,350,310,260
국책과제,4670,2950,2150,1410,750,610,480,340,260,210
주조,2140,1860,1560,1380,1260,1160,1070,970,870,760
특허시제품,1280,1190,1120,960,730,620,500,390,290,250
소방드론,700,360,270,240,220,200,170,150,130,110
자동세차기,420,330,290,260,230,200,150,120,90,80
하드웨어개발,3060,2660,2370,1980,1670,1410,1120,980,840,710
드론기체,100,70,70,70,70,70,70,70,70,70
국가과제,250,110,70,70,70,70,70,70,70,70
특허제품,6730,2260,1040,760,590,490,410,340,290,250
3D스캔,46070,38440,32580,25220,21330,16860,13550,11470,10380,9340
디자인업체,7770,6300,5800,5530,5340,5100,4810,4430,3950,3470
설계외주,1190,1060,850,640,560,480,430,380,350,340
제품디자인회사,17380,15430,13950,12730,12010,11180,10310,9440,8520,7710
제품설계,9630,8470,7890,7530,7140,6720,6320,5980,5620,5300
SUS316L,730,670,640,600,540,460,380,340,310,280
주물공장,2340,1500,1390,1160,1020,900,810,730,670,590
부산금형,940,510,100,70,70,70,70,70,70,70
전자제품개발,3030,2860,2700,2500,2290,2160,2070,1840,1630,1380
주물업체,790,710,590,440,370,340,300,270,230,190
K-STARTUP,260,120,70,70,70,70,70,70,70,70
3D스캐너,48860,34930,27440,24840,21460,17050,14520,12660,10680,8650
SUS316,1210,950,650,550,490,430,390,360,320,290
기계설비,6140,4930,3890,3270,2850,2520,2260,2060,1880,1720
셀프세차장창업,2100,1690,1600,1550,1500,1430,1340,1220,1090,940
부산기계설계,3240,2170,2110,1630,1150,1150,1020,830,770,430
회로설계,2380,2010,1910,1820,1700,1620,1510,1400,1290,1170
가구디자인,9060,6380,5640,4800,4300,3880,3440,3020,2700,2440
알루미늄가공,7470,7280,7100,6810,6330,5780,5380,4880,4350,3930
주강,310,230,200,180,160,140,110,90,80,70
하드웨어제작,750,460,190,90,70,70,70,70,70,70
아이디어제품,2940,2620,2330,2070,1780,1510,1230,970,730,580
이송장치,720,520,500,450,360,300,290,280,270,250
개발대행,690,500,400,340,260,220,190,170,150,140
외주설계,980,780,630,70,70,70,70,70,70,70
H/W개발,360,340,260,70,70,70,70,70,70,70
압력용기제작,880,710,590,460,350,290,260,230,210,180
STS316,500,410,290,270,250,230,190,150,120,90
식품건조기,3610,2430,2140,1880,1530,1210,930,750,590,480
스텐볼,1260,970,860,760,700,620,540,500,470,440
큰선물상자,760,480,340,310,270,230,200,180,170,150
420J2,660,370,280,240,200,150,110,70,70,70
기계기술사,420,340,300,260,230,190,170,150,120,90
산업기계,2920,2710,2490,2300,2150,2030,1920,1830,1660,1470
압력용기,5420,5160,4590,4190,3910,3700,3450,3210,2890,2550
내열강,1880,600,460,370,330,300,230,170,120,90
SUS,2500,1730,1310,1150,1030,860,710,610,540,490
SUS304,6760,1490,1220,1130,1060,990,900,790,670,560
주조업체,120,90,80,70,70,70,70,70,70,70
스텐주물,400,260,190,170,150,110,70,70,70,70
제품제작,2750,2540,2430,2290,2210,2100,2010,1910,1810,1680
철구조물,22930,4000,3670,3330,2910,2530,2320,2140,2000,1870
SUS310S,540,520,400,310,270,230,140,100,90,70
케이스타트업,350,100,70,70,70,70,70,70,70,70
기계장치,1140,720,460,240,100,90,70,70,70,70
캡스톤디자인제작,180,160,100,70,70,70,70,70,70,70
정부과제,5850,3330,2660,2300,1930,1560,1200,920,760,630
달조형물,1290,1090,840,680,610,550,420,410,340,220
부산제품디자인,10400,9000,7180,6950,6630,6270,5500,4550,4260,3260
로링기,180,70,70,70,70,70,70,70,70,70
롤링기,630,380,220,140,100,70,70,70,70,70
대구3D모델링,3680,2760,1880,1480,830,540,240,190,90,90
3D프린팅대구,150,70,70,70,70,70,70,70,70,70
금속모형제작,250,140,80,70,70,70,70,70,70,70
시제품제작지원,2000,1320,1200,1110,1020,960,870,790,700,610
설계대행,2260,1910,1680,1610,1450,1350,1140,1110,1090,1020
DIY3D프린터,530,400,360,320,290,210,180,140,120,110
ATMEGA128,1110,730,550,400,310,270,240,210,190,160
코딩교육업체,4070,3090,1320,1080,620,290,280,270,260,260
3D프린터학원,3730,3090,2800,2440,2130,1810,1500,1270,1080,940
3D프린터강의,1350,1040,910,780,660,570,450,320,240,170
아두이노,3760,2550,2230,1940,1720,1600,1470,1350,1250,1140
금속시제품제작,70,70,70,70,70,70,70,70,70,70
아두이노개발,1180,800,570,500,440,390,340,290,230,180
캡스톤디자인아이디어,580,170,140,70,70,70,70,70,70,70
대구시제품,1030,890,400,70,70,70,70,70,70,70
보드개발,1920,1450,1100,1000,810,500,300,220,130,110
아두이노작품,610,360,230,150,120,100,80,80,70,70
워킹목업제작,1240,1170,1100,1050,900,720,660,520,350,260
시제품업체,1500,1420,1270,1050,960,710,530,510,490,470
시제품금형,410,100,90,70,70,70,70,70,70,70
HP,3000,2010,1740,1480,1230,1020,850,710,660,610
캡스톤작품,160,70,70,70,70,70,70,70,70,70
아두이노졸업작품,320,250,210,170,140,120,90,70,70,70
전자공학과졸업작품,280,230,180,150,120,90,80,70,70,70
발명,1720,1580,910,510,370,300,260,230,200,170
대구목업,1190,1110,1010,830,760,560,370,210,130,70
전자졸업작품,750,410,330,70,70,70,70,70,70,70
대전PCB,630,440,160,140,110,90,80,70,70,70
광주PCB,110,100,80,70,70,70,70,70,70,70
거리감지센서,1210,820,310,230,120,80,70,70,70,70
R&D,4610,3550,2350,1650,1130,930,830,740,670,600
대전스마트팩토리,170,100,90,70,70,70,70,70,70,70
창업사관학교,1130,790,650,560,450,330,240,180,130,100
포토다이오드,1450,1160,730,500,430,370,290,230,120,90
스마트지팡이,280,240,160,110,100,90,80,70,70,70
스마트창문,390,330,260,200,150,100,70,70,70,70
3D모델링알바,700,650,570,430,320,280,270,240,220,210
3D프린터무드등,260,170,130,70,70,70,70,70,70,70
드론졸업작품,70,70,70,70,70,70,70,70,70,70
전주시제품제작,1170,950,590,70,70,70,70,70,70,70
전주시제품,980,890,70,70,70,70,70,70,70,70
울산아두이노,800,140,70,70,70,70,70,70,70,70
대구라즈베리파이,340,80,70,70,70,70,70,70,70,70
기계설계도면,1620,580,410,320,250,180,150,110,100,80
발명품아이디어,2970,2300,1810,1280,1030,830,690,570,460,370
광주시제품,1030,980,890,70,70,70,70,70,70,70
전자과졸업작품,750,590,500,290,240,220,180,160,120,90
대구PCB,240,110,100,70,70,70,70,70,70,70
공대졸업작품,460,270,170,170,140,140,120,120,100,90
목업월드,840,720,440,280,150,110,90,70,70,70
기발한발명품,380,300,230,170,120,100,70,70,70,70
졸업전시회,1280,1130,980,830,720,590,500,430,360,310
모바일로봇,590,500,430,340,250,170,120,90,90,90
창원시제품제작,1130,930,700,310,230,110,100,70,70,70
부천목업,1430,1390,1200,1090,980,690,520,100,70,70
목업폰,710,440,340,260,180,140,110,90,80,70
졸업작품제작,4840,4450,4130,3600,2940,2560,2290,1880,1540,1240
대구제품디자인,5970,4870,4200,4000,3610,3230,2910,2440,2180,2100
전기과졸업작품,530,180,160,140,120,110,90,80,70,70
상원목업,400,100,70,70,70,70,70,70,70,70
패키지목업,390,170,80,70,70,70,70,70,70,70
포토샵목업,390,220,140,70,70,70,70,70,70,70
무료목업,350,70,70,70,70,70,70,70,70,70
카메라목업,640,170,160,70,70,70,70,70,70,70
대구3D프린터교육,630,520,390,160,140,120,100,80,70,70
CURA,260,200,170,70,70,70,70,70,70,70
화장품시제품,550,300,100,70,70,70,70,70,70,70
맥북목업,220,200,110,70,70,70,70,70,70,70
아이폰목업,670,490,390,280,230,190,160,130,100,80
기술개발,1230,1000,820,720,630,540,490,440,400,360
부산피규어제작,1080,710,330,290,200,110,100,90,70,70
목업도장,200,130,100,70,70,70,70,70,70,70
무료목업사이트,1120,370,190,110,90,70,70,70,70,70
화장품용기목업,930,690,610,500,480,120,90,80,70,70
생산,350,270,160,70,70,70,70,70,70,70
PCB회로설계,1180,610,490,410,370,310,240,170,100,80
아두이노제품,460,390,250,70,70,70,70,70,70,70
부산3D프린터제작,980,100,70,70,70,70,70,70,70,70
부산PCB,450,110,100,100,80,70,70,70,70,70
IOT업체,240,220,200,180,160,130,100,80,70,70
부산3D프린터교육,2380,1910,1680,1340,780,110,100,90,70,70
경기도3D프린터,990,720,390,70,70,70,70,70,70,70
세종시3D프린터,1090,940,770,70,70,70,70,70,70,70
스마트폰목업,710,600,380,320,220,200,130,100,90,80
아이디어제작,1340,920,820,720,630,580,540,490,410,380
핸드폰목업,1020,590,370,280,230,190,160,130,110,90
ODM제조,70,70,70,70,70,70,70,70,70,70
인천3D프린팅,2390,1900,1530,1200,1020,870,520,360,210,140
서울목업,1110,860,780,700,380,110,90,70,70,70
인천3D프린터,4170,3450,2970,2400,2080,1810,1440,1190,1070,920
전기졸업작품,400,170,140,70,70,70,70,70,70,70
제주도3D프린터,1050,680,210,70,70,70,70,70,70,70
경기도3D프린팅,1160,1020,810,70,70,70,70,70,70,70
전주3D프린터,1630,1370,1200,1110,1040,860,650,390,150,130
을지로가구제작,100,80,70,70,70,70,70,70,70,70
청계천용접,80,70,70,70,70,70,70,70,70,70
청계천졸업작품,80,70,70,70,70,70,70,70,70,70
을지로주문제작,100,70,70,70,70,70,70,70,70,70
스테인레스제품,310,240,170,70,70,70,70,70,70,70
기계과졸업작품,740,520,410,70,70,70,70,70,70,70
발명대회,1000,450,300,190,170,140,100,80,70,70
울산3D프린터,1820,1460,1220,970,840,690,500,380,270,230
블랙박스개발,100,70,70,70,70,70,70,70,70,70
LED조명개발,200,140,90,70,70,70,70,70,70,70
전기자동차개발,120,100,90,70,70,70,70,70,70,70
자전거개발,110,70,70,70,70,70,70,70,70,70
농기계개발,70,70,70,70,70,70,70,70,70,70
CCTV개발,320,70,70,70,70,70,70,70,70,70
인덕션개발,70,70,70,70,70,70,70,70,70,70
광주3D프린터,3730,3300,2630,1600,1130,940,820,660,510,400
