relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
인천레이저커팅,< 10,10,0.3,0.0,5.56,0.0,3,높음
동파이프밴딩,20,30,0.4,1.0,1.77,3.34,11,중간
남동공단레이저,10,10,1.1,0.0,7.41,0.0,2,중간
4축가공,10,10,1.1,1.0,6.63,10.0,11,중간
금형임가공,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
마이크로홀가공,< 10,< 10,2.0,0.0,28.58,0.0,3,높음
미세가공,20,10,0.3,0.0,1.59,0.0,3,높음
정밀방전,< 10,< 10,1.0,0.0,33.34,0.0,2,중간
레이져홀가공,< 10,< 10,0.5,0.5,16.67,25.0,2,중간
와이어커팅가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
2D레이저,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
공공조형물,170,170,1.7,0.3,1.12,0.2,15,높음
미술장식품,160,40,0.7,0.3,0.49,0.96,15,높음
환경조형물,120,80,1.1,0.3,1.01,0.39,15,높음
조각작품,110,220,1.1,2.8,1.07,1.52,15,높음
상징조형물,70,10,1.5,0.3,2.07,1.93,15,높음
양면연마,10,10,0.0,0.0,0.0,0.0,3,높음
리테이너종류,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
의료부품,10,< 10,0.0,0.0,0.0,0.0,3,높음
철판절단판매,30,10,0.4,1.3,1.81,8.93,9,중간
프로파일연삭,20,10,2.3,0.3,9.49,2.64,6,중간
미니조각기,100,230,1.1,0.0,1.22,0.0,15,높음
펀치가공,10,< 10,1.0,0.3,8.34,8.34,3,높음
알루미늄CNC,80,90,2.9,2.0,3.34,2.33,14,높음
동판레이저가공,< 10,< 10,2.0,0.0,50.0,0.0,1,중간
반도체세라믹,50,50,0.5,0.0,0.95,0.0,2,중간
CNC업체,40,50,0.9,4.7,2.63,9.73,15,높음
명판각인기,60,60,1.2,0.5,2.23,0.93,15,높음
CNC목재가공,30,30,2.4,0.7,9.24,1.63,15,높음
소형밀링기계,< 10,< 10,1.0,0.0,50.0,0.0,3,높음
소형부품가공,< 10,< 10,1.0,0.0,16.99,0.0,9,중간
로봇용접,150,210,0.3,1.5,0.24,0.76,13,중간
철제주문제작,40,70,1.7,3.3,4.09,4.51,14,높음
CNC라우터,300,260,15.1,12.4,5.41,5.2,15,높음
마이크로가공,< 10,< 10,1.0,0.0,16.67,0.0,2,중간
PC가공,70,50,3.1,5.5,4.9,11.23,15,높음
목재가공기,< 10,< 10,0.3,0.0,4.77,0.0,3,높음
MDF커팅,20,20,0.7,1.5,4.08,8.83,15,높음
SUS파이프가공,< 10,< 10,0.7,0.0,66.67,0.0,3,높음
CNC기계,190,260,3.3,11.5,1.82,4.8,15,중간
투사재,10,< 10,0.0,0.0,0.0,0.0,3,높음
미니CNC,120,140,0.8,0.8,0.72,0.6,15,높음
주방트랜치,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
반도체장비부품,40,10,0.8,0.0,1.78,0.0,15,높음
목공CNC,240,500,9.2,39.0,4.2,8.83,15,높음
스테인레스가공업체,10,< 10,0.4,0.3,4.14,8.34,13,중간
포스맥구조물,10,< 10,0.4,1.3,2.84,15.63,7,중간
파이프형상가공,10,< 10,2.3,0.5,16.67,25.0,3,높음
철판벤딩기,20,10,1.6,1.0,12.4,6.25,9,중간
롤밴딩,40,40,0.6,0.0,1.44,0.0,10,중간
CNC밴딩기,60,80,2.1,0.0,3.56,0.0,3,높음
MC나일론가공,30,10,1.7,1.0,4.63,5.89,15,높음
팹랩,310,190,0.2,0.0,0.07,0.0,11,중간
명판조각기,10,10,0.3,0.7,2.39,5.56,13,중간
소형공작기계,30,50,2.3,4.7,7.3,8.98,15,높음
파이프보링,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
파이프절단가공,< 10,< 10,0.3,0.0,4.77,0.0,3,높음
동관가공,< 10,< 10,0.0,1.1,0.0,15.39,3,높음
파이프피어싱,< 10,< 10,1.0,0.0,11.12,0.0,3,높음
원형파이프절단,< 10,< 10,1.4,0.0,23.08,0.0,2,중간
파이프펀칭,< 10,20,0.3,0.4,8.34,2.09,3,높음
합판CNC,80,70,2.2,1.3,3.03,2.16,15,높음
차량진입판,1840,1730,29.8,85.0,1.81,5.31,15,중간
대구스텐절곡,< 10,20,0.0,0.0,0.0,0.0,2,중간
대전철판절곡,< 10,< 10,1.6,0.0,40.0,0.0,1,중간
스크류가공,40,40,3.5,3.0,8.22,7.15,8,중간
화스너제작,10,< 10,1.8,0.6,16.0,7.15,2,낮음
연삭가공,200,90,0.0,0.5,0.0,0.59,12,중간
우드CNC,30,40,4.6,1.0,15.39,2.66,6,중간
곡면가공,10,< 10,0.3,0.0,4.17,0.0,3,높음
마이너스핀,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
황동제작,20,30,1.8,2.7,7.67,6.84,14,높음
다비드조각기,20,< 10,1.5,0.0,8.34,0.0,1,중간
소형CNC조각기,80,150,2.6,7.5,3.14,5.18,15,높음
브라켓제작,80,100,2.9,0.8,3.7,0.78,15,높음
TR나사가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
SUS316가공,10,< 10,1.0,0.7,10.0,10.53,3,높음
SLOT가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
PT나사가공,< 10,10,0.0,0.0,0.0,0.0,3,높음
CNC선반임가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
CNC지그,< 10,< 10,1.3,0.0,25.0,0.0,2,중간
아크릴CNC,170,130,8.5,6.3,5.76,4.99,15,높음
목공용CNC,20,50,1.7,0.3,6.67,0.66,14,중간
리테이너규격,20,20,0.7,0.0,3.18,0.0,3,낮음
명판기계,< 10,20,0.0,2.0,0.0,12.5,6,중간
CNC머신,100,80,0.9,0.8,1.09,1.09,15,높음
ALLCNC,1350,1940,1.7,0.3,0.14,0.02,4,낮음
자동차전자부품,10,10,0.0,0.0,0.0,0.0,3,높음
천안자동차부품,20,90,0.0,0.0,0.0,0.0,3,높음
자동차전기부품,10,< 10,0.3,1.4,2.57,14.29,3,높음
자동차전장부품,350,320,0.0,0.0,0.0,0.0,3,높음
CNC각인기,10,10,0.3,0.4,2.28,4.17,3,높음
소형CNC,130,130,2.7,5.5,2.24,4.2,15,높음
소형조각기,60,100,1.5,0.7,2.63,0.67,15,높음
스페이스후레임,10,< 10,0.3,0.0,2.18,0.0,9,중간
CNC교육,70,80,2.8,5.3,4.12,6.93,15,높음
와이어컷팅,530,720,7.3,20.3,1.56,3.08,15,중간
래핑머신,60,40,2.6,1.0,4.6,2.44,13,중간
주물가공,50,40,1.3,0.0,2.57,0.0,3,높음
알루미늄조각기,< 10,10,0.4,0.7,5.89,4.17,6,중간
기계부품제작,< 10,< 10,0.7,0.0,9.38,0.0,5,중간
ERYTHRITOL,180,250,0.6,0.0,0.34,0.0,11,중간
산업용레이저,40,30,1.2,0.7,2.61,2.3,15,높음
파이프절단업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CO2레이저마킹기,20,10,0.7,0.0,3.53,0.0,15,높음
레이져각인,10,20,0.1,0.0,1.03,0.0,15,높음
동판절단,< 10,< 10,0.9,0.3,11.25,2.57,10,중간
알루미늄레이져,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
CNC레이져,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
스텐제작업체,< 10,20,1.3,0.0,15.95,0.0,9,중간
알루미늄제작업체,10,< 10,2.1,0.0,23.08,0.0,3,높음
CNC목공기계,60,120,4.0,4.0,7.34,3.53,7,중간
원형파이프가공,< 10,10,0.7,0.8,14.29,4.77,3,높음
알루미늄각인,40,30,0.5,0.0,1.14,0.0,11,중간
CNC조각기교육,10,< 10,0.8,0.0,8.7,0.0,3,높음
목재기계,< 10,40,0.5,3.0,6.78,7.7,8,중간
중국CNC,10,10,0.0,0.0,0.0,0.0,3,높음
소형가공기,< 10,< 10,0.8,0.3,9.38,4.77,4,낮음
레이저교육,10,< 10,0.5,0.0,5.0,0.0,2,중간
세라믹부싱,10,< 10,2.7,0.0,19.05,0.0,3,높음
동판가공,40,20,2.0,0.7,4.56,3.51,12,중간
CNC조각기중고,20,40,2.0,0.5,8.34,1.12,3,높음
아크릴가공기계,< 10,< 10,1.4,0.0,20.49,0.0,12,중간
소형핀,10,10,1.2,1.0,13.24,9.1,8,중간
CNC날,30,60,0.5,0.0,1.66,0.0,9,중간
목공라우터,90,120,0.6,0.0,0.7,0.0,12,중간
아크릴조각,110,150,5.6,8.5,5.67,6.3,15,높음
태양광철구조물,< 10,< 10,0.0,0.3,0.0,8.34,7,중간
탄탄구조,10,< 10,2.4,0.0,23.53,0.0,2,중간
볼플랜자,< 10,< 10,0.7,0.3,7.41,5.56,3,높음
알미늄컷팅기,< 10,10,0.3,0.3,4.23,2.78,12,중간
절곡가격,< 10,10,0.0,0.3,0.0,3.45,3,높음
레이저컷팅가격,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
절곡프로그램,< 10,< 10,0.7,0.5,11.12,8.34,3,높음
PIN가공,10,< 10,0.4,0.0,4.77,0.0,2,중간
와이어절단,40,70,0.6,0.0,1.47,0.0,15,높음
스틸제작,20,40,2.3,3.0,8.48,6.67,15,높음
커팅롤러,< 10,10,0.0,0.5,0.0,3.85,3,높음
컷팅롤러,< 10,10,0.0,0.3,0.0,1.97,3,높음
엠보싱롤러,10,10,1.3,2.3,7.7,14.59,4,낮음
성형롤러,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
초경가공,60,40,2.4,0.3,4.46,0.72,15,높음
아크릴튜브,60,70,1.8,1.8,3.76,2.37,9,중간
아크릴성형,110,130,7.5,12.3,7.05,10.55,15,높음
원형아크릴,350,670,8.7,23.5,2.56,3.91,15,높음
광PC,40,280,0.7,0.0,1.67,0.0,3,높음
정밀공업,20,20,0.0,0.0,0.0,0.0,3,높음
알루미늄제작,170,240,5.9,13.5,3.6,6.11,15,높음
스테인레스제작업체,10,< 10,1.4,0.0,13.55,0.0,10,중간
대형선반가공,30,20,1.9,0.0,6.45,0.0,15,높음
스텐가공업체,< 10,< 10,0.3,0.7,8.34,16.67,3,높음
조각기,690,1010,5.8,8.7,0.93,0.93,15,중간
대한민국국가상징,30,20,0.0,0.0,0.0,0.0,1,중간
대형태극기,50,120,0.8,6.5,1.57,6.08,15,높음
국기판매,10,10,0.5,2.3,4.47,15.0,15,높음
회사기,110,50,4.5,3.9,3.99,6.55,15,높음
태극기판매,30,60,0.9,5.6,3.45,9.45,15,높음
태극기제작,50,50,3.5,7.8,6.93,17.84,15,높음
태극기가격,30,70,0.8,3.8,2.43,5.36,15,높음
게양용태극기,40,10,1.3,0.0,3.13,0.0,14,높음
스텐주문제작,40,100,3.7,12.3,9.65,12.63,15,높음
스텐국기봉,20,30,1.0,3.5,4.04,12.5,10,중간
깃봉,130,180,1.5,1.0,1.37,0.61,15,높음
태양광자재,30,60,1.3,3.7,4.04,6.8,15,높음
부산레이저,40,90,0.1,1.5,0.17,1.86,14,높음
토공용포스트,20,10,0.0,0.0,0.0,0.0,3,높음
용접회사,60,120,1.1,0.0,1.78,0.0,15,높음
건축브라켓,10,20,0.4,0.0,3.58,0.0,3,높음
금속프레임,70,90,2.3,2.0,3.4,2.25,13,중간
철판계단,30,40,0.7,0.0,1.91,0.0,3,높음
케이블행거,100,70,1.5,3.5,1.53,5.15,15,높음
케인크,< 10,10,0.0,0.3,0.0,2.57,3,높음
통신강관주,20,10,0.0,0.0,0.0,0.0,3,높음
통신공구,50,130,3.2,10.5,6.54,9.14,15,높음
통신용강관주,10,< 10,1.3,0.3,10.26,8.34,3,높음
필름밴드,240,170,1.9,0.3,0.91,0.18,15,높음
스파이랄슬리브,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
스파이럴슬리브,80,70,0.0,0.0,0.0,0.0,3,높음
아연도강연선,50,30,0.4,0.0,0.84,0.0,10,중간
암타이밴드,180,120,1.3,1.5,0.78,1.28,12,중간
왕관밴드,10,50,0.7,0.3,6.07,0.67,3,높음
인류크램프,< 10,< 10,0.0,0.7,0.0,22.23,3,높음
인류클램프,30,20,3.3,0.0,11.91,0.0,3,높음
인입벽철,70,110,0.7,0.3,0.93,0.16,10,중간
입상관,360,370,0.8,0.3,0.25,0.1,15,중간
장력이탈밴드,10,< 10,0.3,0.0,3.34,0.0,3,높음
전기통신자재,20,30,2.1,1.3,7.95,3.42,15,높음
전주도색판,40,30,0.3,0.0,0.69,0.0,3,높음
전주명찰,20,20,0.1,0.3,0.39,1.15,14,높음
전주발판볼트,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
전주번호찰,60,40,3.8,1.7,6.28,3.79,4,낮음
전주용입상관,60,< 10,0.0,0.0,0.0,0.0,3,낮음
전주입상관,10,< 10,0.7,0.0,3.93,0.0,3,높음
접지동봉,190,90,2.0,0.0,1.14,0.0,15,높음
접지반,< 10,< 10,0.3,0.3,4.77,11.12,3,높음
조가선,480,390,4.0,4.3,0.94,1.16,10,중간
조가선밴드,10,< 10,0.3,0.0,2.39,0.0,3,높음
조립식강관전주,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
조선인류크램프,10,< 10,0.0,0.0,0.0,0.0,3,높음
조선접속크램프,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
지선밴드,80,80,0.6,0.8,0.77,0.86,10,중간
지선봉,10,< 10,0.7,0.0,4.17,0.0,3,높음
지수프럭,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
지지금물,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
카메라폴,30,20,0.7,0.0,1.91,0.0,15,높음
CATV자재,< 10,< 10,1.7,0.0,27.78,0.0,3,높음
T형크램프,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
각암타이,20,20,0.0,0.0,0.0,0.0,3,높음
강연선,190,100,1.6,2.3,0.9,2.48,9,중간
개방형행거,< 10,< 10,0.5,1.0,7.15,14.29,2,중간
경완금,50,50,0.3,0.3,0.69,0.65,3,높음
공관로마개,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
근가밴드,20,< 10,1.7,0.0,8.34,0.0,3,높음
바인드선,90,140,0.3,0.0,0.36,0.0,13,중간
반경관취부밴드,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
반경철관,30,< 10,0.7,0.3,1.86,8.34,3,높음
발판볼트,30,20,0.0,0.3,0.0,1.89,3,높음
벽철,30,80,0.3,0.0,0.99,0.0,3,높음
보강철주,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
비닐바인드,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
선통기,140,250,1.2,10.5,0.86,4.42,15,높음
케이블인망,< 10,10,0.8,0.0,16.99,0.0,11,중간
케이블받침대,40,20,1.3,0.0,3.09,0.0,14,높음
케이블명찰,40,10,0.6,0.3,1.3,1.93,13,중간
선통대,80,310,3.2,11.3,4.0,3.92,15,높음
케이블걸이,140,130,0.9,1.8,0.73,1.44,15,높음
케이블랙,90,210,1.2,5.8,1.46,2.92,10,중간
강관주,270,210,0.3,0.0,0.11,0.0,15,높음
야외조형물,30,110,2.1,9.3,6.08,9.16,15,높음
태극기봉,50,130,1.4,1.3,2.82,1.05,14,높음
통신전주,140,90,4.9,1.8,3.65,1.89,10,중간
태극기깃봉,30,60,0.2,0.5,0.87,1.12,14,높음
대형국기게양대,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
방수캡,120,230,3.8,4.3,3.28,2.05,15,중간
용접업체,50,40,1.5,0.0,3.2,0.0,15,높음
관로자재,< 10,< 10,1.7,1.0,41.67,20.0,3,높음
국기계양대,10,10,0.2,0.0,1.19,0.0,13,중간
국기게양대가격,< 10,< 10,1.0,0.7,25.0,33.34,6,중간
영원레이져,< 10,10,4.0,4.0,50.0,36.37,1,중간
부천레이져,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
가로등암,10,10,1.3,1.0,8.34,7.9,3,높음
조명폴,10,60,0.0,0.0,0.0,0.0,3,높음
SUS박스,30,10,1.9,0.7,5.72,4.77,15,높음
FRP사다리,30,20,1.0,0.0,2.92,0.0,12,중간
국기대,40,70,1.2,2.3,3.19,3.16,14,중간
철주,200,420,1.5,3.0,0.75,0.76,14,높음
CATV,770,980,0.5,7.5,0.08,0.82,15,높음
재활용분리수거거치대,< 10,10,1.0,0.7,16.67,6.07,3,높음
분리수거거치대,50,160,1.0,5.3,1.87,3.41,15,높음
교회크리스마스트리,20,110,0.6,1.0,3.34,1.48,15,높음
포스맥각관,50,30,4.3,2.3,9.71,7.3,8,중간
비와이스틸,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
엘리베이터제조,10,10,1.2,0.0,16.67,0.0,3,높음
냉장고제조,< 10,10,0.5,0.0,7.15,0.0,2,중간
헤밍,210,260,0.3,0.3,0.18,0.14,3,높음
스테인리스절곡,20,20,1.1,0.0,5.09,0.0,3,높음
중국화장품,560,920,1.4,6.3,0.27,0.73,15,중간
치약OEM,60,60,3.0,9.3,5.42,15.95,15,높음
특이한화장품,70,30,0.0,0.3,0.0,1.05,3,높음
한국화장품제조,2830,33300,0.3,1.0,0.02,0.01,3,높음
화장품ODM업체,10,< 10,0.0,0.0,0.0,0.0,3,높음
화장품OEM공장,< 10,10,0.5,0.0,5.21,0.0,11,중간
화장품OEM제조,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
화장품기업,210,190,0.9,0.0,0.46,0.0,15,높음
화장품신제품,250,50,1.3,0.0,0.59,0.0,15,높음
화장품원료업체,50,10,0.7,0.5,1.63,3.85,15,높음
화장품원료제조,20,10,0.5,0.0,2.13,0.0,15,높음
화장품제조컨설팅,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
화장품제조판매,50,60,0.2,1.3,0.41,1.96,15,중간
화장품제형,260,390,0.0,0.0,0.0,0.0,3,높음
화장품프리몰드,10,< 10,2.4,0.0,12.73,0.0,3,높음
COSMETICS,850,1300,0.7,5.3,0.1,0.45,15,높음
OEMODM,2870,2440,0.6,0.3,0.03,0.02,8,중간
OEM제조,100,60,0.9,0.0,0.97,0.0,15,높음
건강기능식품제조,160,70,1.4,2.8,0.97,4.3,15,높음
고급화장품,100,170,2.3,5.3,2.41,3.42,15,높음
고기능성화장품,10,10,0.0,0.7,0.0,4.17,3,높음
기능성화장품원료,30,20,0.0,0.0,0.0,0.0,3,높음
립밤제조,10,10,1.3,0.0,8.34,0.0,3,높음
마스크OEM,70,30,2.2,1.3,3.12,3.36,6,중간
마스크생산,240,290,3.5,4.8,1.61,1.81,15,높음
마스크업체,960,1860,4.3,15.5,0.48,0.82,15,높음
마스크팩ODM,10,< 10,1.1,0.0,8.17,0.0,8,중간
마스크팩부직포,20,10,0.8,0.5,3.17,2.64,15,높음
마스크팩소량제작,< 10,< 10,0.2,0.7,9.53,66.67,11,중간
마스크팩업체,< 10,< 10,0.1,0.0,1.49,0.0,15,높음
마스크팩제조사,< 10,10,0.6,0.0,8.83,0.0,10,중간
마스크팩제조회사,< 10,10,0.3,0.3,26.67,1.76,15,높음
마스크팩회사,30,70,0.5,4.5,1.98,6.72,15,높음
마스크회사,1050,2950,8.6,36.3,0.88,1.24,15,중간
모델링팩제조,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
미스트제조,< 10,< 10,0.7,0.0,8.34,0.0,3,높음
바이알충진,< 10,< 10,0.3,0.3,4.17,16.67,3,높음
뷰티컨설팅,20,90,0.4,0.0,1.7,0.0,15,높음
색조화장품,620,1320,6.9,20.3,1.21,1.67,15,높음
색조화장품공장,< 10,< 10,0.2,0.3,9.53,4.77,11,중간
샴푸ODM,< 10,< 10,0.0,0.3,0.0,16.67,9,중간
샴푸제작,20,50,0.9,5.0,4.34,9.26,15,높음
샴푸제조,30,70,1.7,6.8,5.1,10.23,15,높음
샴푸제조공장,10,10,0.7,3.3,6.67,30.31,3,높음
샴푸제조사,< 10,10,0.7,1.3,11.12,8.89,3,높음
샴푸제조업체,< 10,< 10,0.1,0.5,4.45,6.25,15,높음
샴푸제조회사,< 10,< 10,1.0,0.0,100.0,0.0,3,높음
제조대행,10,< 10,1.0,0.0,8.34,0.0,3,높음
앰플제작,< 10,< 10,1.0,0.0,12.5,0.0,3,높음
아로마오일제조,10,20,2.0,2.7,13.34,11.77,3,높음
수출용화장품,< 10,< 10,0.7,0.0,9.53,0.0,3,높음
신제품개발,240,150,0.1,0.0,0.03,0.0,15,중간
화장품원료,940,970,28.7,47.9,3.29,5.32,15,중간
마스크팩공장,40,110,2.6,12.0,6.85,11.89,15,높음
화장품공장,210,460,4.5,18.5,2.29,4.42,15,높음
돔구조물,30,60,2.0,2.7,5.72,4.31,3,높음
저가화장품,40,180,0.4,6.0,0.89,3.73,15,높음
열수축슬리브,60,70,0.8,0.3,1.51,0.36,15,높음
지수블럭,30,10,2.6,0.3,7.5,2.23,9,중간
화장품제형개발,< 10,10,0.0,0.0,0.0,0.0,3,높음
ODM,7120,5610,0.0,0.7,0.0,0.02,3,높음
병원화장품,140,340,3.9,10.7,2.98,3.42,15,높음
태극기대,< 10,< 10,0.7,0.5,6.67,12.5,3,높음
국기봉설치,10,10,0.4,0.4,2.95,2.78,2,중간
H형강중량,30,10,0.0,0.0,0.0,0.0,1,중간
신호등주,50,30,2.2,0.7,4.24,2.09,7,중간
마스크생산공장,60,60,0.9,5.0,1.67,7.82,15,높음
건강기능식품OEM,190,60,8.8,7.0,5.16,10.77,15,높음
피부과화장품,670,2790,14.7,71.0,2.43,2.68,15,높음
마스크제조,330,290,5.6,9.1,1.82,3.14,15,높음
화장품제조,600,860,15.3,34.6,2.69,4.35,15,높음
지게발,280,520,6.1,49.6,2.34,9.9,15,높음
쪽바가지,10,90,0.5,11.0,3.49,12.5,14,높음
복강판,40,70,1.0,0.0,2.71,0.0,1,중간
굴삭기포크,10,20,0.3,0.0,3.34,0.0,3,높음
전주절곡,< 10,20,0.5,0.4,6.67,1.52,2,중간
열처리판,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
채버켓,30,70,1.0,11.3,3.1,16.67,15,높음
타워폴,20,20,2.0,0.4,8.34,1.62,3,높음
통신외함,10,< 10,0.0,0.0,0.0,0.0,1,중간
NCT절곡,20,30,0.5,0.0,1.62,0.0,2,중간
화장품제조업,540,520,2.5,10.3,0.52,2.16,15,높음
국기게양대설치,50,70,3.2,1.0,7.0,1.46,4,낮음
곡관,190,120,1.0,1.0,0.55,0.9,12,중간
지중선로표시기,170,40,2.8,0.8,1.69,1.79,14,높음
화장품제조회사,70,130,1.6,2.8,2.36,2.04,15,높음
철근인양함,< 10,< 10,2.0,1.0,22.23,16.67,3,높음
통신관로,40,60,1.9,3.0,5.07,5.27,8,중간
태극기게양대,30,30,1.1,0.0,3.53,0.0,6,중간
가로등폴,10,10,1.9,0.5,12.5,3.18,7,중간
반자동인쇄기,< 10,< 10,0.9,0.0,14.29,0.0,2,중간
수평머시닝센터,20,10,0.3,0.0,1.48,0.0,3,높음
건드릴머신,10,< 10,0.5,0.0,4.17,0.0,2,중간
5축머시닝센터,10,< 10,1.0,0.0,10.0,0.0,1,중간
제주철판,< 10,50,0.0,1.0,0.0,1.86,3,높음
시흥철재상가,60,60,2.2,0.0,3.65,0.0,2,중간
핸드크림OEM,10,< 10,1.0,0.3,14.29,8.34,4,낮음
깃대봉,190,840,1.0,5.3,0.56,0.65,13,중간
국기깃봉,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
현수막게양대,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
