relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
보쉬수공구세트,60,90,0.0,0.0,0.0,0.0,3,높음
부동액첨가제,50,220,0.0,0.7,0.0,0.32,3,높음
사무용히터,270,220,1.2,1.5,0.47,0.68,15,높음
선연결,30,70,0.3,0.7,1.05,1.12,3,높음
송기,110,270,0.0,0.4,0.0,0.14,3,높음
스마트현미경,60,340,0.1,0.5,0.23,0.17,14,높음
스메,80,420,0.0,0.0,0.0,0.0,2,중간
스케치북8절,30,180,0.1,0.5,0.21,0.31,15,높음
스크린빔,120,540,0.5,4.8,0.41,0.9,15,높음
스탠드난로,180,450,1.0,1.8,0.57,0.41,10,중간
스텝프,< 10,40,0.0,0.0,0.0,0.0,3,높음
시맥스,140,530,0.9,3.5,0.68,0.71,12,중간
아이스스틱,40,230,0.0,0.6,0.0,0.29,3,높음
아티카,360,1380,0.5,13.3,0.15,1.06,15,높음
악마의눈,80,340,0.3,0.0,0.42,0.0,3,높음
어저스트,100,210,0.0,0.0,0.0,0.0,3,높음
억스,400,1620,0.0,0.7,0.0,0.05,3,높음
에어포트,470,1630,0.9,0.8,0.2,0.05,15,높음
에이파워,80,130,0.8,0.3,1.2,0.22,10,중간
엘튜브,240,1120,1.5,3.8,0.69,0.38,5,중간
연필샤프,160,860,0.2,1.0,0.13,0.13,15,높음
염수,350,540,1.8,0.3,0.53,0.07,10,중간
영수증발행,70,60,0.0,0.0,0.0,0.0,3,높음
영수증파일,100,110,0.4,0.0,0.45,0.0,7,중간
영업팀,320,230,0.3,0.0,0.12,0.0,3,높음
예초기보호,10,10,0.3,0.0,2.39,0.0,3,높음
오븐접시,160,1050,0.9,11.3,0.59,1.18,15,높음
오원,1020,4720,0.3,1.3,0.04,0.04,3,높음
오일샤워,100,320,0.0,0.0,0.0,0.0,3,높음
오하마,60,260,0.0,0.0,0.0,0.0,2,중간
유리광택,60,280,0.1,6.3,0.25,2.3,15,높음
유자차2KG,80,280,0.5,0.8,0.58,0.3,15,높음
인터넷포트,200,350,0.3,1.0,0.15,0.31,7,중간
저압,170,240,0.0,0.0,0.0,0.0,3,높음
전기컨백터,10,60,0.1,0.0,0.39,0.0,15,높음
제노샤프,120,560,0.3,0.5,0.3,0.1,15,높음
쥐꼬리,120,400,0.3,0.0,0.29,0.0,3,높음
짜개,120,370,0.0,0.0,0.0,0.0,3,높음
차압,1320,2170,0.1,0.0,0.02,0.0,15,높음
카스디지털온습도계,60,150,0.5,0.0,0.8,0.0,13,중간
칸칸,40,160,0.0,0.0,0.0,0.0,3,높음
칼렌더,170,210,1.1,1.0,0.7,0.51,15,높음
컴퓨터스위치,160,200,0.3,0.0,0.23,0.0,3,높음
쿨런트,170,280,0.0,0.4,0.0,0.17,3,높음
크랭크풀러,100,210,0.0,0.0,0.0,0.0,3,높음
텐터,60,120,0.3,0.0,0.54,0.0,3,높음
파인라이너,70,180,0.0,0.0,0.0,0.0,3,높음
포스트잇풀,210,440,0.6,0.3,0.31,0.06,13,중간
표면가공,40,10,0.0,0.0,0.0,0.0,3,높음
표준용액,730,480,1.1,0.0,0.17,0.0,15,높음
프렌,30,290,0.0,0.3,0.0,0.13,3,높음
프로스테인,100,180,0.0,0.7,0.0,0.38,3,높음
프리즈마72,30,100,0.0,0.0,0.0,0.0,3,높음
피칭,1910,5590,0.0,0.0,0.0,0.0,3,높음
피통,30,230,0.0,0.0,0.0,0.0,2,중간
필립스적외선,80,360,1.0,0.3,1.16,0.1,13,중간
하드코팅,90,100,0.2,0.8,0.24,0.79,15,높음
핸드씰,50,250,0.0,0.0,0.0,0.0,3,높음
화분물,50,170,0.0,0.0,0.0,0.0,3,높음
흰색마카,130,380,1.0,2.8,0.83,0.77,6,중간
히터기,620,1830,2.8,3.5,0.46,0.2,15,중간
히터선풍기,110,330,0.2,0.5,0.2,0.16,5,중간
전선탈피기,760,2750,34.2,139.6,4.78,5.46,15,높음
CNC보링기,20,20,1.3,0.3,6.67,1.45,3,높음
MCT창업,< 10,10,0.0,0.5,0.0,4.55,2,중간
CNC창업,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
디엠지모리,40,70,0.0,0.0,0.0,0.0,3,높음
임펠러가공,10,< 10,0.5,0.0,3.85,0.0,2,중간
WIA,150,140,0.0,0.3,0.0,0.26,3,높음
CNC임가공,20,< 10,1.7,0.0,11.12,0.0,3,높음
제이텍이엔지,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
스카라로봇,270,150,6.7,4.7,2.6,3.34,15,높음
CNC선반기능사자격증,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
프레스금형교육,10,< 10,0.4,0.0,4.17,0.0,2,중간
가공교육,10,< 10,0.0,0.0,0.0,0.0,2,중간
CNC배우기,< 10,10,1.0,0.0,14.29,0.0,3,낮음
도포기,70,60,0.6,0.7,0.81,1.08,13,중간
열전사기,80,90,2.6,8.7,3.25,9.43,15,높음
마스터캠강좌,< 10,< 10,0.3,0.0,6.67,0.0,3,높음
선반기능사,230,270,0.4,0.0,0.17,0.0,11,중간
제품거치대,50,20,0.6,0.5,1.29,2.09,5,중간
머시닝센터가격,20,20,0.2,0.0,1.18,0.0,15,높음
CNC조작원,< 10,10,0.0,0.0,0.0,0.0,3,높음
컴퓨터응용가공산업기사학원,< 10,10,2.3,0.0,25.0,0.0,1,중간
기계학원,20,50,0.4,3.3,1.61,6.42,15,높음
SCARAROBOT,50,< 10,0.8,0.0,2.02,0.0,8,중간
손재단기,40,130,0.7,0.5,1.56,0.37,8,중간
SCARA,70,80,0.1,0.0,0.16,0.0,10,중간
금형설계산업기사,10,10,0.0,0.0,0.0,0.0,3,높음
스카라,160,1060,0.9,0.3,0.61,0.04,12,중간
재단칼,140,570,1.3,10.3,0.96,2.0,15,중간
로고각인,90,120,2.9,3.3,3.06,3.06,15,높음
절단기,2520,5830,17.3,100.3,0.75,1.84,15,중간
화성캐드학원,40,10,0.8,0.5,2.36,3.13,15,높음
지퍼노루발,50,500,0.3,0.5,0.68,0.11,15,높음
오염제거제,20,40,0.5,0.0,2.14,0.0,8,중간
도트마킹기,10,< 10,1.1,0.7,6.46,11.12,15,높음
대구레이저커팅,10,40,0.8,0.0,5.0,0.0,3,높음
레이저각인가격,10,50,0.0,1.3,0.0,2.73,15,높음
CNC추천,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
서울레이저커팅,20,40,1.3,0.0,6.35,0.0,3,높음
울산레이저각인,10,30,0.3,0.4,2.44,1.36,3,높음
울산레이저커팅,10,10,0.4,0.0,4.17,0.0,2,중간
인천레이저커팅,< 10,10,0.3,0.0,5.56,0.0,3,높음
조각기수리,< 10,10,0.0,0.0,0.0,0.0,3,높음
서울레이저각인,< 10,30,0.0,0.3,0.0,1.29,3,높음
포터블타각기,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
전자담배각인,< 10,20,0.0,0.0,0.0,0.0,1,중간
ZUND,20,20,2.3,1.8,8.59,8.34,6,중간
플랜지가공,40,20,2.3,0.0,5.7,0.0,3,높음
중고타각기,< 10,10,0.0,2.1,0.0,11.54,3,높음
피할기,200,530,1.2,1.5,0.65,0.29,15,높음
파워밀학원,< 10,< 10,1.0,0.4,33.34,8.34,3,높음
기어가공,250,200,9.2,18.0,4.09,8.66,15,중간
라미네이팅기,80,50,0.5,0.0,0.74,0.0,15,높음
금속레이저컷팅기,< 10,< 10,0.3,0.4,5.0,7.15,7,중간
UV건조기,40,80,3.3,3.5,7.06,4.87,15,높음
PE가공,40,10,4.1,0.7,11.0,4.77,15,높음
디자인기구설계,< 10,< 10,0.3,0.3,33.34,4.77,3,높음
유통기한인쇄,20,20,0.5,1.8,1.99,7.61,15,높음
선반밀링,370,600,1.3,5.3,0.39,0.96,15,높음
국비지원캐드,100,140,0.8,4.5,0.95,3.49,15,높음
도트마킹,30,10,1.3,0.0,4.3,0.0,14,높음
도트핀마킹기,< 10,< 10,0.0,0.0,0.0,0.0,5,중간
도트각인기,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
평판인쇄기,30,30,1.5,3.3,4.63,10.42,13,중간
스퀴지연마기,< 10,< 10,0.7,0.5,16.67,12.5,3,높음
금속인쇄기,< 10,< 10,1.5,0.0,30.77,0.0,3,높음
CNC가공가격,10,10,0.2,0.3,1.76,1.97,11,중간
박스인쇄기,10,30,0.9,1.3,5.04,4.31,8,중간
롤코더,10,10,1.9,0.7,12.09,5.56,9,중간
컴퓨터조각기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
협성,780,1920,1.1,0.8,0.15,0.05,15,중간
협성다이나믹스,40,40,4.5,2.0,9.58,5.0,2,중간
삼각법,980,810,0.0,0.0,0.0,0.0,3,높음
핀가공,60,30,5.3,1.5,8.11,4.29,12,중간
듀팩장원기계,60,40,7.1,0.5,24.57,1.5,2,낮음
3D가공,30,20,1.0,0.3,3.23,1.29,15,높음
금형기능사학원,< 10,10,0.0,0.0,0.0,0.0,0,낮음
마스크제조기,10,20,1.2,1.3,6.95,5.69,8,중간
가격표POP,30,30,0.7,1.5,2.09,4.17,13,중간
트레이주문제작,10,30,1.4,2.0,8.83,5.89,15,높음
피오피,480,2060,5.3,47.8,1.17,2.5,15,높음
핸드폰매장POP,30,20,3.3,0.7,8.78,3.71,15,높음
휴대폰매장POP,60,20,3.6,2.0,6.55,10.0,15,높음
바닥스티커제작,20,10,1.9,0.0,9.44,0.0,11,중간
POPPET,180,220,0.3,2.7,0.2,1.25,3,높음
POP광고,450,470,3.0,8.3,0.72,1.83,15,높음
POP디자인,260,160,4.5,3.3,1.87,2.02,15,높음
POP부품,10,< 10,0.7,0.0,6.07,0.0,3,높음
POP아트,70,140,0.2,0.8,0.34,0.54,15,높음
POP제작업체,10,10,1.3,1.8,11.12,15.91,15,높음
POP주문,30,130,1.1,12.5,3.34,9.85,15,높음
캐릭터등신대,60,50,2.2,1.3,3.71,2.57,15,높음
트레이제작업체,< 10,< 10,1.0,0.0,14.29,0.0,3,높음
CO2LASER,50,30,0.8,0.0,1.66,0.0,13,중간
POP제작,640,750,32.4,57.8,5.59,8.27,15,높음
치공구설계산업기사,60,70,0.0,0.0,0.0,0.0,3,높음
대구CNC선반,10,10,0.8,0.0,8.0,0.0,3,높음
과정평가형기계설계산업기사,< 10,10,0.0,1.0,0.0,11.12,1,중간
과정평가형기계설계기사,20,< 10,1.0,0.0,5.56,0.0,1,중간
대구기계설계산업기사,< 10,< 10,0.1,0.0,3.71,0.0,9,중간
CNC절곡기,30,30,1.9,2.3,6.0,5.93,15,높음
CNC선반가공업체,< 10,< 10,0.6,0.3,7.5,5.56,15,높음
전처리장비,< 10,< 10,0.1,0.0,1.37,0.0,9,중간
정밀절단,< 10,< 10,0.3,0.3,5.56,6.25,3,높음
정밀절단기,10,< 10,0.9,0.3,5.03,3.34,12,중간
커팅기,690,1530,3.1,16.0,0.49,1.12,15,높음
커팅휠,30,90,0.0,0.8,0.0,0.79,11,중간
컷팅휠,50,90,0.9,0.5,1.81,0.59,12,중간
콘크리트연마,60,120,1.1,1.5,2.07,1.32,15,높음
콜드마운팅,10,10,0.1,0.0,0.44,0.0,15,높음
폴리셔,690,1640,2.6,1.0,0.4,0.07,15,높음
폴리싱기,80,80,2.1,2.7,2.72,3.34,15,높음
폴리싱기계,130,370,2.1,9.3,1.72,2.58,14,중간
핫마운팅,30,< 10,0.9,0.0,2.37,0.0,11,중간
휠커터,20,20,0.5,0.3,2.41,1.06,8,중간
다이아몬드휠,210,250,5.5,6.3,2.77,2.76,15,높음
단면분석,10,10,0.3,0.0,2.41,0.0,12,중간
대형절단기,30,40,0.5,0.0,1.47,0.0,15,높음
마운팅기,20,10,0.9,1.7,3.8,12.83,14,높음
마운팅수지,< 10,< 10,0.0,0.0,0.0,0.0,10,중간
마운팅파우더,20,< 10,0.1,0.0,0.33,0.0,15,높음
마운팅프레스,50,40,1.2,1.5,2.62,3.27,15,높음
비커스경도측정,< 10,< 10,0.0,0.0,0.0,0.0,5,중간
시료절단기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
시편가공기,10,< 10,1.3,0.0,9.62,0.0,8,중간
시편가공장비,< 10,< 10,0.3,0.0,15.79,0.0,10,중간
시편연마기,60,20,2.9,2.0,5.06,8.34,15,높음
시편전처리장비,< 10,< 10,0.2,0.0,4.88,0.0,10,중간
시편절단기,150,80,4.9,4.3,3.51,5.86,15,높음
시편제작기,10,< 10,0.1,0.0,0.84,0.0,15,높음
오토폴리셔,10,< 10,0.0,0.0,0.0,0.0,11,중간
자동절단기,100,210,3.0,1.0,3.08,0.56,15,높음
CUTTER,490,980,0.7,1.0,0.16,0.12,14,높음
CUTTINGMACHINE,20,10,0.3,0.0,1.35,0.0,12,중간
DIAMONDSAW,10,10,1.3,0.0,11.77,0.0,3,낮음
ELECTROPOLISHING,60,20,0.0,0.0,0.0,0.0,3,높음
GRINDING,1440,1640,0.7,0.0,0.05,0.0,12,중간
MOUNTING,1130,1080,0.0,0.3,0.0,0.04,3,높음
MOUNTINGPRESS,10,< 10,0.1,0.0,0.72,0.0,9,중간
POLISHER,160,160,0.5,0.3,0.36,0.18,15,중간
POLISHING,1640,1560,0.8,0.0,0.06,0.0,15,중간
POLISHINGMACHINE,20,< 10,0.2,0.0,0.9,0.0,9,중간
SP사이언스,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
광택연마기,10,20,0.3,0.5,3.71,2.09,3,높음
금속시편절단기,< 10,< 10,0.5,0.0,9.53,0.0,13,중간
금속조직검사,10,10,0.5,0.0,4.05,0.0,8,중간
다이아몬드절단기,10,20,0.3,0.0,2.05,0.0,8,중간
다이아몬드커팅,60,110,0.3,0.8,0.56,0.8,15,높음
다이아몬드컷터,< 10,< 10,0.0,0.0,0.0,0.0,6,중간
다이아몬드컷팅기,10,20,0.0,0.5,0.0,2.39,11,중간
정밀가공업체,40,< 10,0.4,0.0,0.96,0.0,15,높음
캐드무료교육,10,10,0.0,0.3,0.0,3.34,15,높음
황동CNC,10,10,1.2,0.0,8.7,0.0,2,중간
CNC프로그램,160,130,0.7,0.0,0.45,0.0,15,높음
CADCAM,520,460,1.8,3.5,0.39,0.81,15,중간
유압재단기,30,40,1.9,0.3,6.04,0.86,11,중간
인쇄설비,10,< 10,2.1,0.0,16.22,0.0,3,높음
플라스틱CNC가공,< 10,< 10,2.5,0.0,35.72,0.0,2,중간
부산CNC학원,< 10,10,0.0,0.0,0.0,0.0,1,중간
알루미늄가공업체,120,80,7.7,5.0,6.34,6.67,15,높음
기계설계,1430,1170,3.1,5.3,0.24,0.46,15,중간
중고마킹기,< 10,10,0.0,0.5,0.0,4.17,14,높음
금형설계자격증,< 10,20,0.0,0.0,0.0,0.0,3,높음
금형학과,20,40,0.5,0.0,3.13,0.0,2,중간
금형설계기사,40,50,0.0,0.0,0.0,0.0,3,높음
트레이제작,130,110,6.9,11.0,5.58,10.58,15,중간
장미가시제거기,30,140,1.0,0.3,3.34,0.27,3,높음
유통기한표시기계,< 10,10,0.0,0.0,0.0,0.0,3,높음
약국POP,90,70,2.5,5.5,3.13,8.74,15,높음
기계가공기능장,260,430,0.7,2.3,0.3,0.56,12,중간
안양캐드,< 10,10,0.1,3.0,2.67,17.65,15,높음
컷팅머신,10,40,0.2,0.5,1.55,1.17,15,높음
MCT가공업체,10,< 10,0.5,0.0,2.46,0.0,15,높음
자동연마기,40,60,1.5,2.3,3.42,4.17,15,높음
레이저용접,460,520,5.1,15.7,1.24,3.3,15,높음
재단칼날,< 10,20,0.0,2.7,0.0,10.91,3,높음
수동마킹기,10,10,0.3,0.5,2.16,7.15,13,중간
대구MCT,10,10,2.0,0.0,11.12,0.0,3,높음
부산MCT교육,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
사출금형기능사,30,50,0.0,0.9,0.0,1.54,2,중간
금속CNC가공,20,10,0.7,0.7,2.9,6.67,3,높음
자동차3D모델링,10,< 10,0.3,0.0,2.05,0.0,3,높음
블렌더3D,990,670,1.3,0.3,0.15,0.06,3,높음
캐디안3D,550,70,0.8,0.5,0.15,0.72,15,높음
SUS316L,410,170,3.3,1.8,0.89,1.2,15,높음
플라스틱성형기,10,10,0.3,0.0,2.64,0.0,3,높음
대전비즈,2520,1240,0.0,0.0,0.0,0.0,3,높음
플라스틱생산업체,< 10,< 10,0.3,0.0,4.77,0.0,3,높음
PET성형,10,< 10,2.2,0.0,19.65,0.0,5,중간
CNC가격,20,30,0.5,0.3,1.79,0.7,13,중간
POP거치대,470,480,11.3,18.3,2.55,4.06,15,높음
3D캐드,990,940,2.9,7.0,0.33,0.81,15,중간
부산CNC교육,10,< 10,0.0,0.0,0.0,0.0,1,중간
마킹장비,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
거치대제작,60,40,2.6,2.7,4.13,6.84,15,높음
사출금형학원,< 10,< 10,0.2,0.4,6.67,10.0,5,중간
인쇄기계,100,140,3.7,8.4,3.7,6.07,15,높음
솔라셀,310,220,1.2,0.3,0.42,0.12,15,높음
3D렌더링,300,190,1.1,0.8,0.4,0.45,15,중간
3축가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
컴퓨터응용설계,10,20,0.0,0.0,0.0,0.0,3,높음
마캠뽀개기,1230,1190,0.0,0.0,0.0,0.0,2,중간
CIMATRON,60,10,0.3,0.0,0.51,0.0,7,중간
G코드,1290,2760,0.3,0.0,0.03,0.0,3,높음
잠자리표가위,160,720,2.3,44.3,1.61,6.67,15,높음
산업건조기,< 10,10,0.6,0.0,7.57,0.0,15,높음
아세탈가공,40,10,1.4,0.3,3.19,2.09,15,높음
대구UG,< 10,< 10,2.0,0.0,100.0,0.0,1,중간
대구MCT가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
LASERCUTTINGMACHINE,< 10,< 10,0.7,0.0,22.23,0.0,3,높음
사출교육,20,< 10,1.7,0.0,5.75,0.0,3,높음
CNC국비지원,< 10,10,0.7,0.0,25.0,0.0,3,높음
렌더링,4320,4920,1.6,3.3,0.04,0.08,15,높음
국가교육,200,180,0.2,0.0,0.12,0.0,13,중간
도미노잉크젯,10,10,1.3,1.0,9.35,9.1,8,중간
황동가공,60,60,1.3,2.0,2.18,3.45,14,중간
금형교육,30,10,1.1,0.7,3.24,6.07,8,중간
바코드인쇄기,90,70,1.8,3.0,2.09,4.48,15,중간
사출금형교육,10,< 10,0.7,0.0,6.25,0.0,6,중간
밀링기계,160,250,1.2,2.3,0.8,0.98,13,중간
의료기기가공,< 10,< 10,0.3,0.0,16.67,0.0,3,높음
사진비석,20,110,3.6,9.3,12.32,8.49,14,높음
다이아몬드커팅기,< 10,10,0.6,0.0,8.58,0.0,10,중간
산업용프린트,< 10,< 10,0.2,0.0,2.98,0.0,13,중간
TECHNIFOR,< 10,< 10,2.0,0.3,33.34,16.67,3,높음
금형학원,20,30,2.7,1.0,11.91,3.34,9,중간
금형설계학원,10,20,0.9,3.3,5.84,14.5,15,높음
머시닝가공,40,10,1.3,0.0,3.25,0.0,15,높음
금형설계교육,10,< 10,1.1,0.0,11.71,0.0,10,중간
잠자리표재단가위,80,170,1.0,1.3,1.24,0.8,15,높음
국산마킹기,50,30,1.0,0.0,2.16,0.0,4,낮음
스테인레스가공,140,140,4.7,7.8,3.68,5.88,15,높음
마스터캠X8,20,< 10,0.7,0.0,4.55,0.0,1,중간
CNC모형절단,10,30,0.2,0.0,1.36,0.0,14,높음
레이저용접기,900,2010,26.0,91.2,3.2,5.4,15,중간
TESTJIG,20,< 10,1.6,0.0,7.8,0.0,4,낮음
타각마킹기,< 10,< 10,0.0,0.3,0.0,16.67,9,중간
유지캠,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
공유압기능사필기,50,80,0.4,0.0,0.76,0.0,14,높음
PCCNC가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
UG/NX,10,< 10,0.3,0.0,2.09,0.0,3,높음
전극모델링,10,< 10,0.0,0.0,0.0,0.0,2,중간
금속제작,200,240,10.2,22.7,5.68,9.9,15,중간
PP가공,30,20,1.3,0.0,3.34,0.0,15,높음
마캠9.1,20,10,0.0,0.0,0.0,0.0,3,높음
철판도소매,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
와이어가공,150,110,2.5,0.5,1.8,0.5,15,높음
NC가공,360,320,3.5,3.3,1.03,1.06,15,높음
파워밀강좌,10,< 10,0.0,0.0,0.0,0.0,3,높음
대구기계설계,< 10,10,0.0,0.0,0.0,0.0,10,중간
대구캐드교육,< 10,< 10,0.6,0.0,12.17,0.0,15,높음
대구캐드캠,10,20,0.2,0.0,1.7,0.0,8,중간
PEEK가공,10,< 10,0.8,0.0,5.43,0.0,15,높음
자동차부품가공,20,60,1.3,0.3,4.55,0.44,15,높음
마스터캠X9,70,70,0.3,0.0,0.41,0.0,4,낮음
오토캐드강좌,100,30,0.3,0.0,0.36,0.0,15,높음
3DCAD,540,240,1.3,2.0,0.26,0.89,15,높음
건설기계설비기사,1100,1480,4.8,0.7,0.49,0.05,14,중간
국비지원CAD,30,40,1.2,1.3,3.61,3.71,15,높음
기구설계,1110,540,16.5,7.8,1.62,1.54,15,중간
범용밀링,270,290,2.5,1.5,1.0,0.55,15,높음
산업기계부품,10,< 10,0.0,0.0,0.0,0.0,3,높음
광학산PC,90,60,2.1,1.1,2.23,1.78,6,중간
AUTOCAD자격증,320,150,0.2,0.0,0.07,0.0,15,높음
선반밀링가공,10,10,0.7,0.0,5.34,0.0,11,중간
부산오토캐드,10,20,0.1,4.0,1.12,17.34,15,높음
부산토목학원,10,20,0.0,0.6,0.0,3.71,2,중간
건축설계,1830,1740,6.7,27.0,0.41,1.68,15,중간
범용선반,620,750,8.7,25.7,1.5,3.82,15,중간
오토캐드3D,1020,550,1.1,3.0,0.12,0.6,15,높음
3D설계,350,220,2.1,2.3,0.64,1.06,15,높음
CNC기능사,20,20,0.0,0.0,0.0,0.0,2,중간
컴퓨터응용선반기능사실기,110,100,0.7,0.0,0.65,0.0,7,중간
CAM,2510,2960,2.5,2.3,0.11,0.09,15,중간
샤프트축,50,40,0.7,1.0,1.32,2.44,8,중간
정밀기계가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
오토캐드교육,90,10,1.3,0.0,1.37,0.0,15,높음
마스터캠3D,20,20,0.0,0.6,0.0,2.07,7,중간
NC밀링,90,90,1.1,0.5,1.27,0.61,15,높음
CNC밀링가공,10,10,0.0,0.0,0.0,0.0,3,높음
부산밀링가공,< 10,< 10,1.0,0.0,20.0,0.0,3,높음
대형가공,10,< 10,0.9,0.0,5.83,0.0,14,높음
화성MCT,< 10,< 10,0.7,0.0,22.23,0.0,3,높음
화성CNC,10,20,1.0,0.0,8.34,0.0,3,높음
인천MCT,< 10,< 10,0.7,0.0,11.12,0.0,3,높음
부산MCT가공,< 10,< 10,1.7,0.0,27.78,0.0,3,높음
밀링업체,< 10,10,0.0,0.0,0.0,0.0,3,높음
소형가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
기초제도,90,90,0.1,0.0,0.17,0.0,14,높음
NX금형설계,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
CAD공부,20,10,0.1,0.0,0.27,0.0,15,높음
AUTOCAD독학,30,< 10,0.0,0.3,0.0,4.17,3,높음
캐드기초,360,210,0.1,0.3,0.03,0.13,15,높음
카티아시험,10,20,0.0,0.0,0.0,0.0,3,높음
인벤터캠,50,30,0.0,0.0,0.0,0.0,2,중간
오토캐드기초,230,90,0.2,0.3,0.1,0.38,15,높음
머시닝센터활용매뉴얼,40,40,0.4,0.0,1.03,0.0,2,중간
